doc_id,arquivo,linha,turno,falante,rotulo_original,fornecedor,modelo,papel,palavras
M05,corpus/metodologia-multi-ia/M05-deep-research-about-deep-research.md,14829,43,humano,I,,,,18
M05,corpus/metodologia-multi-ia/M05-deep-research-about-deep-research.md,14833,44,ia,ChatGPT 5.5 Deep Guide says,openai,ChatGPT 5.5,deep_guide,1820
M05,corpus/metodologia-multi-ia/M05-deep-research-about-deep-research.md,15254,45,ia,Gemini 3.5 Flash Deep Guide says,google,Gemini 3.5 Flash,deep_guide,2901
M05,corpus/metodologia-multi-ia/M05-deep-research-about-deep-research.md,15495,46,ia,Claude Opus 4.8 Deep Guide says,anthropic,Claude Opus 4.8,deep_guide,1427
M05,corpus/metodologia-multi-ia/M05-deep-research-about-deep-research.md,15655,47,ia,Gemini for long-horizon research. Document,google,Gemini for long-horizon research. Document,,992
M05,corpus/metodologia-multi-ia/M05-deep-research-about-deep-research.md,15877,48,ia,Gemini for long-horizon research. Document,google,Gemini for long-horizon research. Document,,764
M05,corpus/metodologia-multi-ia/M05-deep-research-about-deep-research.md,16053,49,humano,I,,,,18
M05,corpus/metodologia-multi-ia/M05-deep-research-about-deep-research.md,16057,50,ia,ChatGPT 5.5 Deep Guide says,openai,ChatGPT 5.5,deep_guide,1674
M05,corpus/metodologia-multi-ia/M05-deep-research-about-deep-research.md,16418,51,ia,Gemini 3.5 Flash Deep Guide diz,google,Gemini 3.5 Flash,deep_guide,722
M05,corpus/metodologia-multi-ia/M05-deep-research-about-deep-research.md,16490,52,ia,Claude Opus 4.8 Deep Guide diz,anthropic,Claude Opus 4.8,deep_guide,1058
M05,corpus/metodologia-multi-ia/M05-deep-research-about-deep-research.md,16550,53,humano,Eu,,,,1
M05,corpus/metodologia-multi-ia/M05-deep-research-about-deep-research.md,16554,54,ia,Claude Opus 4.8 Deep Guide diz,anthropic,Claude Opus 4.8,deep_guide,6791
M06,corpus/metodologia-multi-ia/M06-gptbuilder.md,18,1,humano,Eu,,,,21
M06,corpus/metodologia-multi-ia/M06-gptbuilder.md,22,2,ia,ChatGPT 5.5 GPTBuilder diz,openai,ChatGPT 5.5,gpt_builder,1394
M06,corpus/metodologia-multi-ia/M06-gptbuilder.md,310,3,ia,Gemini 3.5 Flash GPTBuilder,google,Gemini 3.5 Flash,gpt_builder,4023
M06,corpus/metodologia-multi-ia/M06-gptbuilder.md,701,4,ia,Claude Opus 4.8 GPTBuilder diz,anthropic,Claude Opus 4.8,gpt_builder,2135
M06,corpus/metodologia-multi-ia/M06-gptbuilder.md,869,5,ia,ChatGPT 5.5 GPTBuilder diz,openai,ChatGPT 5.5,gpt_builder,321
M06,corpus/metodologia-multi-ia/M06-gptbuilder.md,908,6,ia,Gemini 3.5 Flash GPTBuilder diz,google,Gemini 3.5 Flash,gpt_builder,3718
M06,corpus/metodologia-multi-ia/M06-gptbuilder.md,1235,7,ia,Claude Opus 4.8 GPTBuilder diz,anthropic,Claude Opus 4.8,gpt_builder,2702
M06,corpus/metodologia-multi-ia/M06-gptbuilder.md,1508,8,humano,I,,,,177
M06,corpus/metodologia-multi-ia/M06-gptbuilder.md,1518,9,ia,ChagGPT 5 GPT Builder says,openai,ChagGPT 5,gpt_builder,1268
M06,corpus/metodologia-multi-ia/M06-gptbuilder.md,1784,10,ia,Gemini 2.5 Pro GPT Builder,openai,Gemini 2.5 Pro,gpt_builder,296
M06,corpus/metodologia-multi-ia/M06-gptbuilder.md,1814,11,ia,ChatGPT 5 GPT Builder says,openai,ChatGPT 5,gpt_builder,354
M06,corpus/metodologia-multi-ia/M06-gptbuilder.md,1886,12,ia,Gemini 2.5 Pro GPT Builder diz,openai,Gemini 2.5 Pro,gpt_builder,1968
M06,corpus/metodologia-multi-ia/M06-gptbuilder.md,2141,13,ia,ChagGPT 5.1 GPT Builder says,openai,ChagGPT 5.1,gpt_builder,520
M06,corpus/metodologia-multi-ia/M06-gptbuilder.md,2185,14,ia,Gemini 3 Pro GPT Builder diz,openai,Gemini 3 Pro,gpt_builder,938
M06,corpus/metodologia-multi-ia/M06-gptbuilder.md,2363,15,ia,ChagGPT 5.1 GPT Builder says,openai,ChagGPT 5.1,gpt_builder,471
M06,corpus/metodologia-multi-ia/M06-gptbuilder.md,2504,16,ia,Gemini 3 Pro GPT Builder diz,openai,Gemini 3 Pro,gpt_builder,331
M06,corpus/metodologia-multi-ia/M06-gptbuilder.md,2539,17,humano,I,,,,17
M06,corpus/metodologia-multi-ia/M06-gptbuilder.md,2543,18,ia,ChagGPT 5.2 GPT Builder says,openai,ChagGPT 5.2,gpt_builder,744
M06,corpus/metodologia-multi-ia/M06-gptbuilder.md,2779,19,ia,Gemini 3 Pro GPT Builder diz,openai,Gemini 3 Pro,gpt_builder,910
M06,corpus/metodologia-multi-ia/M06-gptbuilder.md,2962,20,ia,ChagGPT 5.2 GPT Builder says,openai,ChagGPT 5.2,gpt_builder,854
M06,corpus/metodologia-multi-ia/M06-gptbuilder.md,3236,21,ia,Gemini 3 Pro GPT Builder diz,openai,Gemini 3 Pro,gpt_builder,1802
M06,corpus/metodologia-multi-ia/M06-gptbuilder.md,3684,22,humano,Eu,,,,447
M06,corpus/metodologia-multi-ia/M06-gptbuilder.md,3778,23,ia,ChatGPT 5.2 GPTBuilder diz,openai,ChatGPT 5.2,gpt_builder,1908
M06,corpus/metodologia-multi-ia/M06-gptbuilder.md,4111,24,ia,Gemini 3 Pro GPTBuilder diz,google,Gemini 3 Pro,gpt_builder,987
M06,corpus/metodologia-multi-ia/M06-gptbuilder.md,4273,25,ia,Claude Opus 4.7 diz,anthropic,Claude Opus 4.7,,2497
M06,corpus/metodologia-multi-ia/M06-gptbuilder.md,4671,26,ia,ChatGPT 5.2 GPTBuilder diz,openai,ChatGPT 5.2,gpt_builder,2179
M06,corpus/metodologia-multi-ia/M06-gptbuilder.md,5080,27,ia,Gemini 3 Pro GPTBuilder,google,Gemini 3 Pro,gpt_builder,1008
M06,corpus/metodologia-multi-ia/M06-gptbuilder.md,5235,28,ia,Claude Opus 4.7 diz,anthropic,Claude Opus 4.7,,3662
M06,corpus/metodologia-multi-ia/M06-gptbuilder.md,5702,29,humano,I,,,,604
M06,corpus/metodologia-multi-ia/M06-gptbuilder.md,5882,30,ia,ChatGPT 5.5 GPTBuilder diz,openai,ChatGPT 5.5,gpt_builder,2291
M06,corpus/metodologia-multi-ia/M06-gptbuilder.md,6386,31,ia,Gemini 3.5 Flash GPTBuilder,google,Gemini 3.5 Flash,gpt_builder,2437
M06,corpus/metodologia-multi-ia/M06-gptbuilder.md,6582,32,ia,Claude Opus 4.8 GPTBuilder says,anthropic,Claude Opus 4.8,gpt_builder,2760
M06,corpus/metodologia-multi-ia/M06-gptbuilder.md,6947,33,ia,ChatGPT 5.5 GPTBuilder says,openai,ChatGPT 5.5,gpt_builder,1205
M06,corpus/metodologia-multi-ia/M06-gptbuilder.md,7149,34,ia,Claude Opus 4.8 GPTBuilder says,anthropic,Claude Opus 4.8,gpt_builder,3869
M06,corpus/metodologia-multi-ia/M06-gptbuilder.md,7732,35,humano,I,,,,1092
M06,corpus/metodologia-multi-ia/M06-gptbuilder.md,7942,36,ia,GPT Builder ChatGPT 5 diz,openai,ChatGPT 5,gpt_builder,1382
M06,corpus/metodologia-multi-ia/M06-gptbuilder.md,8059,37,ia,GPT Builder Gemini 2.5 Pro diz,openai,Gemini 2.5 Pro,gpt_builder,1040
M06,corpus/metodologia-multi-ia/M06-gptbuilder.md,8168,38,ia,GPT Builder ChatGPT 5.1 diz,openai,ChatGPT 5.1,gpt_builder,1420
M06,corpus/metodologia-multi-ia/M06-gptbuilder.md,8444,39,ia,GPT Builder Gemini 3 Pro diz,openai,Gemini 3 Pro,gpt_builder,175
M06,corpus/metodologia-multi-ia/M06-gptbuilder.md,8460,40,ia,GPT Builder ChatGPT 5.1 diz,openai,ChatGPT 5.1,gpt_builder,1032
M06,corpus/metodologia-multi-ia/M06-gptbuilder.md,8568,41,ia,GPT Builder Gemini 3 Pro diz,openai,Gemini 3 Pro,gpt_builder,597
M06,corpus/metodologia-multi-ia/M06-gptbuilder.md,8647,42,ia,GPT Builder ChatGPT 5.1 diz,openai,ChatGPT 5.1,gpt_builder,375
M06,corpus/metodologia-multi-ia/M06-gptbuilder.md,8774,43,ia,GPT Builder Gemini 3 Pro diz,openai,Gemini 3 Pro,gpt_builder,710
M06,corpus/metodologia-multi-ia/M06-gptbuilder.md,8910,44,humano,I,,,,946
M06,corpus/metodologia-multi-ia/M06-gptbuilder.md,9196,45,ia,GPT Builder ChatGPT 5.2 diz,openai,ChatGPT 5.2,gpt_builder,1263
M06,corpus/metodologia-multi-ia/M06-gptbuilder.md,9632,46,ia,GPT Builder Gemini 3 Pro diz,openai,Gemini 3 Pro,gpt_builder,726
M06,corpus/metodologia-multi-ia/M06-gptbuilder.md,9792,47,ia,GPT Builder ChatGPT 5.2 diz,openai,ChatGPT 5.2,gpt_builder,244
M06,corpus/metodologia-multi-ia/M06-gptbuilder.md,9813,48,ia,GPT Builder Gemini 3 Pro diz,openai,Gemini 3 Pro,gpt_builder,1748
M06,corpus/metodologia-multi-ia/M06-gptbuilder.md,10260,49,humano,Eu,,,,570
M06,corpus/metodologia-multi-ia/M06-gptbuilder.md,10396,50,ia,ChatGPT GPT Builder says,openai,ChatGPT,gpt_builder,2398
M06,corpus/metodologia-multi-ia/M06-gptbuilder.md,10920,51,ia,Gemini GPT Builder says,openai,Gemini,gpt_builder,864
M06,corpus/metodologia-multi-ia/M06-gptbuilder.md,11050,52,ia,Claude Opus 4.7 diz,anthropic,Claude Opus 4.7,,4966
M06,corpus/metodologia-multi-ia/M06-gptbuilder.md,11766,53,ia,ChatGPTGPT Builder says,openai,ChatGPT,gpt_builder,515
M06,corpus/metodologia-multi-ia/M06-gptbuilder.md,11824,54,ia,Gemini GPT Builder says,openai,Gemini,gpt_builder,799
M06,corpus/metodologia-multi-ia/M06-gptbuilder.md,11946,55,ia,Claude Opus 4.7 diz,anthropic,Claude Opus 4.7,,3244
M06,corpus/metodologia-multi-ia/M06-gptbuilder.md,12450,56,humano,I,,,,10
M06,corpus/metodologia-multi-ia/M06-gptbuilder.md,12454,57,ia,GPT Builder ChatGPT 5 says,openai,ChatGPT 5,gpt_builder,2110
M06,corpus/metodologia-multi-ia/M06-gptbuilder.md,12795,58,ia,GPT Builder ChatGPT 5.1 says,openai,ChatGPT 5.1,gpt_builder,1223
M06,corpus/metodologia-multi-ia/M06-gptbuilder.md,13000,59,humano,I,,,,17
M06,corpus/metodologia-multi-ia/M06-gptbuilder.md,13004,60,ia,GPT Builder ChatGPT 5.2 says,openai,ChatGPT 5.2,gpt_builder,1771
M06,corpus/metodologia-multi-ia/M06-gptbuilder.md,13259,61,ia,GPT Builder ChatGPT 5.2 says,openai,ChatGPT 5.2,gpt_builder,3870
M06,corpus/metodologia-multi-ia/M06-gptbuilder.md,14075,62,humano,I,,,,382
M06,corpus/metodologia-multi-ia/M06-gptbuilder.md,14157,63,ia,ChatGPT 5.2 GPTBuilder says,openai,ChatGPT 5.2,gpt_builder,1204
M06,corpus/metodologia-multi-ia/M06-gptbuilder.md,14352,64,ia,Gemini 3 Pro GPTBuilder diz,google,Gemini 3 Pro,gpt_builder,843
M06,corpus/metodologia-multi-ia/M06-gptbuilder.md,14492,65,ia,Claude Opus 4.7 diz,anthropic,Claude Opus 4.7,,1687
M06,corpus/metodologia-multi-ia/M06-gptbuilder.md,14716,66,ia,ChatGPT 5.2 GPTBuilder says,openai,ChatGPT 5.2,gpt_builder,567
M06,corpus/metodologia-multi-ia/M06-gptbuilder.md,14811,67,ia,Gemini 3 Pro GPTBuilder diz,google,Gemini 3 Pro,gpt_builder,2279
M06,corpus/metodologia-multi-ia/M06-gptbuilder.md,15194,68,humano,I,,,,808
M06,corpus/metodologia-multi-ia/M06-gptbuilder.md,15354,69,ia,ChatGPT 5.1 GPTBuilder says,openai,ChatGPT 5.1,gpt_builder,2021
M06,corpus/metodologia-multi-ia/M06-gptbuilder.md,15710,70,ia,Gemini 3 Pro GPTBuilder says,google,Gemini 3 Pro,gpt_builder,1173
M06,corpus/metodologia-multi-ia/M06-gptbuilder.md,15951,71,ia,ChatGPT 5.1 GPTBuilder says,openai,ChatGPT 5.1,gpt_builder,2091
M06,corpus/metodologia-multi-ia/M06-gptbuilder.md,16477,72,ia,Gemini 3 Pro GPTBuilder says,google,Gemini 3 Pro,gpt_builder,775
M06,corpus/metodologia-multi-ia/M06-gptbuilder.md,16622,73,ia,ChatGPT 5.2 GPTBuilder says,openai,ChatGPT 5.2,gpt_builder,852
M06,corpus/metodologia-multi-ia/M06-gptbuilder.md,16797,74,ia,Gemini 3 Pro GPTBuilder says,google,Gemini 3 Pro,gpt_builder,1007
M06,corpus/metodologia-multi-ia/M06-gptbuilder.md,17026,75,ia,ChatGPT 5.2 GPTBuilder says,openai,ChatGPT 5.2,gpt_builder,878
M06,corpus/metodologia-multi-ia/M06-gptbuilder.md,17234,76,ia,Gemini 3 Pro GPTBuilder says,google,Gemini 3 Pro,gpt_builder,2283
M07,corpus/metodologia-multi-ia/M07-gems-builder.md,18,1,humano,Eu,,,,22
M07,corpus/metodologia-multi-ia/M07-gems-builder.md,22,2,ia,ChatGPT 5.5 Gems Builder diz,openai,ChatGPT 5.5,gems_builder,1554
M07,corpus/metodologia-multi-ia/M07-gems-builder.md,464,3,ia,Gemini 3.5 Flash Gems Builder diz,google,Gemini 3.5 Flash,gems_builder,1966
M07,corpus/metodologia-multi-ia/M07-gems-builder.md,657,4,ia,Claude Opus 4.8 Gems Builder diz,anthropic,Claude Opus 4.8,gems_builder,2351
M07,corpus/metodologia-multi-ia/M07-gems-builder.md,946,5,ia,ChatGPT 5.5 Gems Builder diz,openai,ChatGPT 5.5,gems_builder,414
M07,corpus/metodologia-multi-ia/M07-gems-builder.md,1013,6,ia,Gemini 3.5 Flash Gems Builder diz,google,Gemini 3.5 Flash,gems_builder,2790
M07,corpus/metodologia-multi-ia/M07-gems-builder.md,1342,7,ia,Claude Opus 4.8 Gems Builder diz,anthropic,Claude Opus 4.8,gems_builder,4963
M07,corpus/metodologia-multi-ia/M07-gems-builder.md,1946,8,humano,I,,,,178
M07,corpus/metodologia-multi-ia/M07-gems-builder.md,1956,9,ia,ChatGPT 5 Gems Builder,openai,ChatGPT 5,gems_builder,1238
M07,corpus/metodologia-multi-ia/M07-gems-builder.md,2171,10,ia,Gemini 2.5 Pro Gems Builder,google,Gemini 2.5 Pro,gems_builder,1667
M07,corpus/metodologia-multi-ia/M07-gems-builder.md,2325,11,ia,ChatGPT 5 Gems Builder,openai,ChatGPT 5,gems_builder,1149
M07,corpus/metodologia-multi-ia/M07-gems-builder.md,2568,12,humano,I,,,,17
M07,corpus/metodologia-multi-ia/M07-gems-builder.md,2572,13,ia,Gemini 3 Pro Gems Builder,google,Gemini 3 Pro,gems_builder,1104
M07,corpus/metodologia-multi-ia/M07-gems-builder.md,2746,14,ia,ChatGPT 5.2 Gems Builder,openai,ChatGPT 5.2,gems_builder,888
M07,corpus/metodologia-multi-ia/M07-gems-builder.md,2917,15,ia,Gemini 3 Pro Gems Builder,google,Gemini 3 Pro,gems_builder,251
M07,corpus/metodologia-multi-ia/M07-gems-builder.md,2943,16,ia,ChatGPT 5.2 Gems Builder,openai,ChatGPT 5.2,gems_builder,547
M07,corpus/metodologia-multi-ia/M07-gems-builder.md,2998,17,ia,Gemini 3 Pro Gems Builder,google,Gemini 3 Pro,gems_builder,1087
M07,corpus/metodologia-multi-ia/M07-gems-builder.md,3172,18,humano,I,,,,446
M07,corpus/metodologia-multi-ia/M07-gems-builder.md,3266,19,ia,ChatGPT 5.2 GemsBuilder diz,openai,ChatGPT 5.2,gems_builder,1342
M07,corpus/metodologia-multi-ia/M07-gems-builder.md,3581,20,ia,Gemini 3 Pro GemsBuilder diz,google,Gemini 3 Pro,gems_builder,888
M07,corpus/metodologia-multi-ia/M07-gems-builder.md,3690,21,ia,Claude Opus 4.7 diz,anthropic,Claude Opus 4.7,,1501
M07,corpus/metodologia-multi-ia/M07-gems-builder.md,4021,22,ia,ChatGPT 5.2 GemsBuilder diz,openai,ChatGPT 5.2,gems_builder,1614
M07,corpus/metodologia-multi-ia/M07-gems-builder.md,4336,23,ia,Gemini 3 Pro GemsBuilder diz,google,Gemini 3 Pro,gems_builder,849
M07,corpus/metodologia-multi-ia/M07-gems-builder.md,4466,24,ia,Claude Opus 4.7 diz,anthropic,Claude Opus 4.7,,1966
M07,corpus/metodologia-multi-ia/M07-gems-builder.md,4806,25,humano,I,,,,1232
M07,corpus/metodologia-multi-ia/M07-gems-builder.md,5046,26,ia,Gems Builder ChatGPT 5 diz,openai,ChatGPT 5,gems_builder,1509
M07,corpus/metodologia-multi-ia/M07-gems-builder.md,5277,27,ia,Gems Builder ChatGPT 5.1 diz,openai,ChatGPT 5.1,gems_builder,1267
M07,corpus/metodologia-multi-ia/M07-gems-builder.md,5559,28,ia,Gems Builder ChatGPT 5.2 diz,openai,ChatGPT 5.2,gems_builder,1473
M07,corpus/metodologia-multi-ia/M07-gems-builder.md,5893,29,humano,I,,,,10
M07,corpus/metodologia-multi-ia/M07-gems-builder.md,5897,30,ia,Gems Builder ChatGPT 5.2 diz,openai,ChatGPT 5.2,gems_builder,4577
M07,corpus/metodologia-multi-ia/M07-gems-builder.md,6750,31,humano,I,,,,938
M07,corpus/metodologia-multi-ia/M07-gems-builder.md,6960,32,ia,ChatGPT 5.2 GemsBuilder diz,openai,ChatGPT 5.2,gems_builder,2757
M07,corpus/metodologia-multi-ia/M07-gems-builder.md,7635,33,ia,Gemini 3 Pro GemsBuilder diz,google,Gemini 3 Pro,gems_builder,653
M07,corpus/metodologia-multi-ia/M07-gems-builder.md,7735,34,ia,Claude Opus 4.7 diz,anthropic,Claude Opus 4.7,,3959
M07,corpus/metodologia-multi-ia/M07-gems-builder.md,8266,35,ia,ChatGPT 5.2 GemsBuilder diz,openai,ChatGPT 5.2,gems_builder,454
M07,corpus/metodologia-multi-ia/M07-gems-builder.md,8322,36,ia,Gemini 3 Pro GemsBuilder says,google,Gemini 3 Pro,gems_builder,796
M07,corpus/metodologia-multi-ia/M07-gems-builder.md,8443,37,ia,Claude Opus 4.7 diz,anthropic,Claude Opus 4.7,,7187
M07,corpus/metodologia-multi-ia/M07-gems-builder.md,9456,38,humano,I,,,,1728
M07,corpus/metodologia-multi-ia/M07-gems-builder.md,9676,39,ia,Gems Builder Gemini 2.5 Pro says,google,Gemini 2.5 Pro,gems_builder,12462
M07,corpus/metodologia-multi-ia/M07-gems-builder.md,11729,40,humano,I,,,,2027
M07,corpus/metodologia-multi-ia/M07-gems-builder.md,12145,41,ia,ChatGPT 5 Gems Builder diz,openai,ChatGPT 5,gems_builder,1264
M07,corpus/metodologia-multi-ia/M07-gems-builder.md,12374,42,ia,Gemini 2.5 Pro Gems Builder,google,Gemini 2.5 Pro,gems_builder,1953
M07,corpus/metodologia-multi-ia/M07-gems-builder.md,12581,43,humano,I,,,,19
M07,corpus/metodologia-multi-ia/M07-gems-builder.md,12585,44,ia,Gems Builder ChatGPT 5.2 says,openai,ChatGPT 5.2,gems_builder,936
M07,corpus/metodologia-multi-ia/M07-gems-builder.md,12734,45,ia,Gems Builder Gemini 3 Pro says,google,Gemini 3 Pro,gems_builder,1056
M07,corpus/metodologia-multi-ia/M07-gems-builder.md,12914,46,ia,Gems Builder ChatGPT 5.2 says,openai,ChatGPT 5.2,gems_builder,701
M07,corpus/metodologia-multi-ia/M07-gems-builder.md,13057,47,ia,Gems Builder Gemini 3 Pro says,google,Gemini 3 Pro,gems_builder,4149
M07,corpus/metodologia-multi-ia/M07-gems-builder.md,13678,48,humano,I,,,,255
M07,corpus/metodologia-multi-ia/M07-gems-builder.md,13728,49,ia,ChatGPT 5.2 GemsBuilder says,openai,ChatGPT 5.2,gems_builder,1682
M07,corpus/metodologia-multi-ia/M07-gems-builder.md,14184,50,ia,Gemini 3 Pro GemsBuilder says,google,Gemini 3 Pro,gems_builder,1111
M07,corpus/metodologia-multi-ia/M07-gems-builder.md,14356,51,ia,Claude Opus 4.7 diz,anthropic,Claude Opus 4.7,,2098
M07,corpus/metodologia-multi-ia/M07-gems-builder.md,14736,52,ia,ChatGPT 5.2 GemsBuilder diz,openai,ChatGPT 5.2,gems_builder,1936
M07,corpus/metodologia-multi-ia/M07-gems-builder.md,15213,53,ia,Gemini 3 Pro GemsBuilder diz,google,Gemini 3 Pro,gems_builder,851
M07,corpus/metodologia-multi-ia/M07-gems-builder.md,15342,54,ia,Claude Opus 4.7 diz,anthropic,Claude Opus 4.7,,2025
M07,corpus/metodologia-multi-ia/M07-gems-builder.md,15836,55,humano,I,,,,811
M07,corpus/metodologia-multi-ia/M07-gems-builder.md,15954,56,ia,ChatGPT 5 Gems Builder says,openai,ChatGPT 5,gems_builder,835
M07,corpus/metodologia-multi-ia/M07-gems-builder.md,16145,57,ia,Gemini 2.5 Pro Gems Builder says,google,Gemini 2.5 Pro,gems_builder,1178
M07,corpus/metodologia-multi-ia/M07-gems-builder.md,16285,58,humano,I,,,,17
M07,corpus/metodologia-multi-ia/M07-gems-builder.md,16289,59,ia,ChatGPT 5.2 Gems Builder says,openai,ChatGPT 5.2,gems_builder,864
M07,corpus/metodologia-multi-ia/M07-gems-builder.md,16456,60,ia,Gemini 3 Pro Gems Builder says,google,Gemini 3 Pro,gems_builder,993
M07,corpus/metodologia-multi-ia/M07-gems-builder.md,16603,61,ia,ChatGPT 5.2 Gems Builder says,openai,ChatGPT 5.2,gems_builder,703
M07,corpus/metodologia-multi-ia/M07-gems-builder.md,16689,62,ia,Gemini 3 Pro Gems Builder says,google,Gemini 3 Pro,gems_builder,1358
M08,corpus/metodologia-multi-ia/M08-deep-research-making-gpts.md,18,1,humano,I,,,,18
M08,corpus/metodologia-multi-ia/M08-deep-research-making-gpts.md,22,2,ia,ChatGPT 5 Deep Guide says,openai,ChatGPT 5,deep_guide,1449
M08,corpus/metodologia-multi-ia/M08-deep-research-making-gpts.md,340,3,ia,Gemini 2.5 Pro Deep Guide says,google,Gemini 2.5 Pro,deep_guide,833
M08,corpus/metodologia-multi-ia/M08-deep-research-making-gpts.md,389,4,ia,Claude Sonnet 4.5 says,anthropic,Claude Sonnet 4.5,,206
M08,corpus/metodologia-multi-ia/M08-deep-research-making-gpts.md,428,5,ia,Perplexity says,perplexity,Perplexity,,1530
M08,corpus/metodologia-multi-ia/M08-deep-research-making-gpts.md,570,6,ia,ChatGPT 5 Deep Guide says,openai,ChatGPT 5,deep_guide,1239
M08,corpus/metodologia-multi-ia/M08-deep-research-making-gpts.md,848,7,ia,Gemini 2.5 Pro Deep Guide says,google,Gemini 2.5 Pro,deep_guide,515
M08,corpus/metodologia-multi-ia/M08-deep-research-making-gpts.md,896,8,ia,Claude Sonnet 4.5 says,anthropic,Claude Sonnet 4.5,,2072
M08,corpus/metodologia-multi-ia/M08-deep-research-making-gpts.md,1165,9,ia,Perplexity says,perplexity,Perplexity,,10762
M08,corpus/metodologia-multi-ia/M08-deep-research-making-gpts.md,3000,10,humano,I,,,,19
M08,corpus/metodologia-multi-ia/M08-deep-research-making-gpts.md,3006,11,ia,ChatGPT 5 says,openai,ChatGPT 5,,634
M08,corpus/metodologia-multi-ia/M08-deep-research-making-gpts.md,3108,12,ia,Gemini 2.5 Pro says,google,Gemini 2.5 Pro,,1188
M08,corpus/metodologia-multi-ia/M08-deep-research-making-gpts.md,3273,13,ia,Claude Sonnet 4.5 says,anthropic,Claude Sonnet 4.5,,1778
M08,corpus/metodologia-multi-ia/M08-deep-research-making-gpts.md,3712,14,ia,Perplexity says,perplexity,Perplexity,,817
M08,corpus/metodologia-multi-ia/M08-deep-research-making-gpts.md,3901,15,ia,ChatGPT 5 says,openai,ChatGPT 5,,1041
M08,corpus/metodologia-multi-ia/M08-deep-research-making-gpts.md,4126,16,ia,Gemini 2.5 Pro says,google,Gemini 2.5 Pro,,614
M08,corpus/metodologia-multi-ia/M08-deep-research-making-gpts.md,4188,17,ia,Claude Sonnet 4.5 says,anthropic,Claude Sonnet 4.5,,31
M08,corpus/metodologia-multi-ia/M08-deep-research-making-gpts.md,4194,18,ia,Perplexity,perplexity,Perplexity,,19
M08,corpus/metodologia-multi-ia/M08-deep-research-making-gpts.md,4200,19,ia,ChatGPT 5,openai,ChatGPT 5,,26
M08,corpus/metodologia-multi-ia/M08-deep-research-making-gpts.md,4206,20,ia,Gemini 2.5 Pro,google,Gemini 2.5 Pro,,1851
M08,corpus/metodologia-multi-ia/M08-deep-research-making-gpts.md,4579,21,ia,Perplexity says,perplexity,Perplexity,,745
M08,corpus/metodologia-multi-ia/M08-deep-research-making-gpts.md,4684,22,ia,ChatGPT 5 says,openai,ChatGPT 5,,1049
M08,corpus/metodologia-multi-ia/M08-deep-research-making-gpts.md,4912,23,ia,Gemini 2.5 Pro says,google,Gemini 2.5 Pro,,695
M08,corpus/metodologia-multi-ia/M08-deep-research-making-gpts.md,4972,24,ia,Claude Sonnet 4.5 says,anthropic,Claude Sonnet 4.5,,2519
M08,corpus/metodologia-multi-ia/M08-deep-research-making-gpts.md,5506,25,ia,Perplexity says,perplexity,Perplexity,,1949
M08,corpus/metodologia-multi-ia/M08-deep-research-making-gpts.md,5935,26,humano,I,,,,12
M08,corpus/metodologia-multi-ia/M08-deep-research-making-gpts.md,5939,27,ia,ChatGPT 5.5 Deep Guide says,openai,ChatGPT 5.5,deep_guide,1937
M08,corpus/metodologia-multi-ia/M08-deep-research-making-gpts.md,6446,28,ia,Gemini 3.5 Flash Deep Guide diz,google,Gemini 3.5 Flash,deep_guide,1087
M08,corpus/metodologia-multi-ia/M08-deep-research-making-gpts.md,6599,29,ia,Claude Opus 4.8 Deep Guide diz,anthropic,Claude Opus 4.8,deep_guide,2018
M08,corpus/metodologia-multi-ia/M08-deep-research-making-gpts.md,6859,30,ia,ChatGPT 5.5 Deep Guide diz,openai,ChatGPT 5.5,deep_guide,2091
M08,corpus/metodologia-multi-ia/M08-deep-research-making-gpts.md,7379,31,ia,Claude Opus 4.8 Deep Guide diz,anthropic,Claude Opus 4.8,deep_guide,5372
M09,corpus/metodologia-multi-ia/M09-how-to-build-gems.md,18,1,humano,Eu,,,,18
M09,corpus/metodologia-multi-ia/M09-how-to-build-gems.md,22,2,ia,ChatGPT 5.5 Deep Guide diz,openai,ChatGPT 5.5,deep_guide,1203
M09,corpus/metodologia-multi-ia/M09-how-to-build-gems.md,353,3,ia,Claude Opus 4.8 Deep Guide diz,anthropic,Claude Opus 4.8,deep_guide,867
M09,corpus/metodologia-multi-ia/M09-how-to-build-gems.md,448,4,ia,ChatGPT 5.5 Deep Guide diz,openai,ChatGPT 5.5,deep_guide,1694
M09,corpus/metodologia-multi-ia/M09-how-to-build-gems.md,865,5,ia,Claude Opus 4.8 Deep Guide diz,anthropic,Claude Opus 4.8,deep_guide,2025
M10,corpus/metodologia-multi-ia/M10-dg-ias.md,20,1,humano,Eu,,,,18
M10,corpus/metodologia-multi-ia/M10-dg-ias.md,24,2,ia,ChatGPT 5.2 Deep Guide diz,openai,ChatGPT 5.2,deep_guide,1198
M10,corpus/metodologia-multi-ia/M10-dg-ias.md,350,3,ia,Gemini 3 Pro Deep Guide diz,google,Gemini 3 Pro,deep_guide,354
M10,corpus/metodologia-multi-ia/M10-dg-ias.md,395,4,ia,Claude Opus 4.7 diz,anthropic,Claude Opus 4.7,,1008
M10,corpus/metodologia-multi-ia/M10-dg-ias.md,595,5,ia,Perplexity diz,perplexity,Perplexity,,1219
